dataset,cell_id,condition,cycle,Tem,rate,Capacity,Var,Ske,Max,Min,Mean,Kur,capacity_norm
1,CY25-025_1-#1,CY25-025_1,29,25,0.25,3199.127197265625,3.6734508466157265e-05,0.912853607628484,4.182656288146973,4.16234016418457,4.168645279748099,-0.34014199300649706,0.9140363420758929
1,CY25-025_1-#1,CY25-025_1,30,25,0.25,3197.283447265625,3.68319181309214e-05,0.913270471780825,4.182616710662842,4.1624579429626465,4.168678964887347,-0.368829607677605,0.9135095563616071
1,CY25-025_1-#1,CY25-025_1,31,25,0.25,3195.266845703125,3.718014833074259e-05,0.9214824514629631,4.182695388793945,4.162261486053467,4.168591771806989,-0.3298014254529731,0.9129333844866071
1,CY25-025_1-#1,CY25-025_1,32,25,0.25,3193.184814453125,3.7019425750199e-05,0.8989535952861415,4.182380676269531,4.162024974822998,4.16842862537929,-0.379055585527063,0.9123385184151785
1,CY25-025_1-#1,CY25-025_1,33,25,0.25,3191.051513671875,3.723595351767562e-05,0.8954479074339624,4.182419776916504,4.162103652954102,4.1684398991721014,-0.3930466211343515,0.91172900390625
1,CY25-025_1-#1,CY25-025_1,34,25,0.25,3189.260498046875,3.70826360080133e-05,0.9087626076657952,4.182538032531738,4.162182331085205,4.168496165956769,-0.35424428413900433,0.91121728515625
1,CY25-025_1-#1,CY25-025_1,35,25,0.25,3187.007080078125,3.697244505679259e-05,0.9126724075753943,4.182380676269531,4.162064552307129,4.168355601174491,-0.3507950633172734,0.9105734514508929
1,CY25-025_1-#1,CY25-025_1,36,25,0.25,3185.28564453125,3.7488592939693124e-05,0.907463496195963,4.182380676269531,4.161867618560791,4.1682515144348145,-0.34747837240667945,0.9100816127232143
1,CY25-025_1-#1,CY25-025_1,37,25,0.25,3183.349853515625,3.731505546011749e-05,0.9011975038110202,4.182459354400635,4.162024974822998,4.168403318950108,-0.36650667480469057,0.9095285295758928
1,CY25-025_1-#1,CY25-025_1,38,25,0.25,3180.8896484375,3.723039583042259e-05,0.9043311399124756,4.182183742523193,4.161710262298584,4.1681643554142545,-0.37720136529499815,0.9088256138392857
1,CY25-025_1-#1,CY25-025_1,39,25,0.25,3179.538330078125,3.717751330471371e-05,0.8947887218332184,4.1821441650390625,4.1617889404296875,4.168158667428153,-0.3806413799320665,0.9084395228794643
1,CY25-025_1-#1,CY25-025_1,40,25,0.25,3177.715576171875,3.796540411358266e-05,0.8982528457591415,4.1819868087768555,4.161513328552246,4.167914015906198,-0.39917112161249646,0.9079187360491071
1,CY25-025_1-#1,CY25-025_1,41,25,0.25,3175.797119140625,3.776155663617428e-05,0.9040121091296504,4.182262420654297,4.161670684814453,4.168124880109515,-0.3685864656622724,0.90737060546875
1,CY25-025_1-#1,CY25-025_1,42,25,0.25,3173.778564453125,3.810868722192046e-05,0.8932051046341758,4.182183742523193,4.161552429199219,4.16806868144444,-0.400585185232464,0.9067938755580357
1,CY25-025_1-#1,CY25-025_1,43,25,0.25,3172.1181640625,3.8220723386725057e-05,0.9017506444800059,4.1821441650390625,4.16159200668335,4.167984349387033,-0.38597892065060924,0.9063194754464285
1,CY25-025_1-#1,CY25-025_1,44,25,0.25,3170.202880859375,3.8371385996400095e-05,0.913052395589629,4.182065486907959,4.161355495452881,4.167778968811035,-0.3510994375070875,0.9057722516741071
1,CY25-025_1-#1,CY25-025_1,45,25,0.25,3167.830322265625,3.847028142195336e-05,0.9145074514765442,4.181908130645752,4.161237716674805,4.167624337332589,-0.3581961966866083,0.9050943777901785
1,CY25-025_1-#1,CY25-025_1,46,25,0.25,3166.294677734375,3.801629698845427e-05,0.9145457361657139,4.182262420654297,4.161513328552246,4.1680236884525845,-0.33255203763489005,0.9046556222098214
1,CY25-025_1-#1,CY25-025_1,47,25,0.25,3164.503662109375,3.8389440706791056e-05,0.904011266739104,4.1821441650390625,4.161395072937012,4.167891536440168,-0.36270513381299496,0.9041439034598214
1,CY25-025_1-#1,CY25-025_1,48,25,0.25,3162.683349609375,3.8537909324157144e-05,0.9118773701360466,4.182025909423828,4.161159038543701,4.167683397020612,-0.3418954992645924,0.9036238141741072
1,CY25-025_1-#1,CY25-025_1,49,25,0.25,3160.712646484375,3.873501868888475e-05,0.8976941591047257,4.181789875030518,4.161040782928467,4.167520318712507,-0.38900512076809113,0.9030607561383929
1,CY25-025_1-#1,CY25-025_1,50,25,0.25,3159.075439453125,3.825131746048051e-05,0.9013420344796844,4.181947231292725,4.161473751068115,4.167807136263166,-0.394954982441039,0.9025929827008928
1,CY25-025_1-#1,CY25-025_1,51,25,0.25,3157.542724609375,3.830477837734609e-05,0.9048811794767436,4.1821441650390625,4.161434650421143,4.167885848454067,-0.3660678951540062,0.9021550641741072
1,CY25-025_1-#1,CY25-025_1,52,25,0.25,3155.602783203125,3.8835920694619634e-05,0.9124925106486834,4.181829452514648,4.160922527313232,4.167430332728794,-0.3443383104899085,0.9016007952008929
1,CY25-025_1-#1,CY25-025_1,53,25,0.25,3153.61865234375,3.9057196089403425e-05,0.8982275303603541,4.181750297546387,4.160922527313232,4.167421851839338,-0.38781726937967775,0.9010339006696428
1,CY25-025_1-#1,CY25-025_1,54,25,0.25,3152.005859375,3.906623510249698e-05,0.8952807389676684,4.1819868087768555,4.161159038543701,4.167697463716779,-0.4022627697477499,0.9005731026785714
1,CY25-025_1-#1,CY25-025_1,55,25,0.25,3150.145263671875,3.918929331740691e-05,0.9007076175798746,4.182025909423828,4.160962104797363,4.167621544429234,-0.3666593373055176,0.90004150390625
1,CY25-025_1-#1,CY25-025_1,56,25,0.25,3148.61328125,3.950073599068904e-05,0.8821656930932921,4.181789875030518,4.160765171051025,4.167435918535505,-0.41266279752541646,0.8996037946428571
1,CY25-025_1-#1,CY25-025_1,57,25,0.25,3146.66845703125,4.0068516907242836e-05,0.9179599566287652,4.181789875030518,4.160607814788818,4.167208058493478,-0.3456739768619643,0.8990481305803572
1,CY25-025_1-#1,CY25-025_1,58,25,0.25,3144.486083984375,4.0135167662331265e-05,0.9077855039585089,4.181789875030518,4.1605682373046875,4.167185579027448,-0.3547258859720306,0.8984245954241071
1,CY25-025_1-#1,CY25-025_1,59,25,0.25,3143.503173828125,4.0025423305491093e-05,0.9130445353516253,4.182183742523193,4.160962104797363,4.167554071971348,-0.3339516312879165,0.8981437639508929
1,CY25-025_1-#1,CY25-025_1,60,25,0.25,3141.281005859375,4.020696579763163e-05,0.8887063891727337,4.181789875030518,4.160646915435791,4.16726997920445,-0.40009390171195447,0.8975088588169643
1,CY25-025_1-#1,CY25-025_1,61,25,0.25,3139.272216796875,4.028773022142999e-05,0.9108582623175016,4.181750297546387,4.1605682373046875,4.167137827192034,-0.3597639800099435,0.8969349190848215
1,CY25-025_1-#1,CY25-025_1,62,25,0.25,3137.5439453125,4.0337757232359414e-05,0.8985801869666938,4.181750297546387,4.160489559173584,4.167177200317383,-0.3784097573550005,0.8964411272321429
1,CY25-025_1-#1,CY25-025_1,63,25,0.25,3136.074462890625,4.038388573422748e-05,0.8832432179039839,4.181829452514648,4.160686492919922,4.167337553841727,-0.4263763750385725,0.8960212751116071
1,CY25-025_1-#1,CY25-025_1,64,25,0.25,3134.141357421875,4.0300597477623377e-05,0.899002666736357,4.181711196899414,4.160529136657715,4.167154720851353,-0.38533318675241945,0.8954689592633929
1,CY25-025_1-#1,CY25-025_1,65,25,0.25,3132.541015625,4.1038981800119186e-05,0.9002587698716679,4.181789875030518,4.160449981689453,4.167078767504011,-0.3813267853509217,0.89501171875
1,CY25-025_1-#1,CY25-025_1,66,25,0.25,3130.250244140625,4.12386210605341e-05,0.8988335655530407,4.181514263153076,4.160095691680908,4.1668087754930765,-0.3872876402991108,0.8943572126116072
1,CY25-025_1-#1,CY25-025_1,67,25,0.25,3128.994140625,4.062167100518319e-05,0.8958617634043083,4.181711196899414,4.160449981689453,4.167087146214077,-0.3882700988601182,0.8939983258928571
1,CY25-025_1-#1,CY25-025_1,68,25,0.25,3127.152099609375,4.095154942590922e-05,0.8875042187609682,4.181514263153076,4.160213947296143,4.166926860809326,-0.42087891767342844,0.8934720284598214
1,CY25-025_1-#1,CY25-025_1,69,25,0.25,3124.9375,4.128353154411033e-05,0.9025710700172512,4.181474685668945,4.159938335418701,4.16672716821943,-0.37217062587313654,0.8928392857142857
1,CY25-025_1-#1,CY25-025_1,70,25,0.25,3123.894287109375,4.089179517550191e-05,0.8898918262499054,4.1816325187683105,4.160332202911377,4.166980368750436,-0.3970429039253238,0.8925412248883928
1,CY25-025_1-#1,CY25-025_1,71,25,0.25,3121.610107421875,4.120825785351342e-05,0.9014898488393605,4.1816325187683105,4.160213947296143,4.166893141610282,-0.3792642362805041,0.8918886021205357
1,CY25-025_1-#1,CY25-025_1,72,25,0.25,3120.084228515625,4.1196864169880704e-05,0.9036279592748316,4.18159294128418,4.1600565910339355,4.166834115982056,-0.36542275585492723,0.89145263671875
1,CY25-025_1-#1,CY25-025_1,73,25,0.25,3118.345703125,4.142113425961804e-05,0.8895892947915804,4.181356906890869,4.159977912902832,4.166668108531407,-0.4107614920735232,0.8909559151785714
1,CY25-025_1-#1,CY25-025_1,74,25,0.25,3116.598876953125,4.196539076964165e-05,0.8901649862845699,4.181396007537842,4.159702301025391,4.166544437408447,-0.3882880057987963,0.8904568219866071
1,CY25-025_1-#1,CY25-025_1,75,25,0.25,3114.879638671875,4.136555117553883e-05,0.9008455869834426,4.181553840637207,4.160135269165039,4.166789157049997,-0.37909836306452194,0.8899656110491071
1,CY25-025_1-#1,CY25-025_1,76,25,0.25,3113.43603515625,4.182281025970332e-05,0.8938739297602846,4.181514263153076,4.160017013549805,4.166760989597866,-0.41311851468652927,0.8895531529017857
1,CY25-025_1-#1,CY25-025_1,77,25,0.25,3111.59326171875,4.236936884698589e-05,0.8957613697072909,4.181514263153076,4.159820079803467,4.166614668709891,-0.3960999495411124,0.8890266462053571
1,CY25-025_1-#1,CY25-025_1,78,25,0.25,3110.047607421875,4.2101578722415044e-05,0.8847115512778456,4.181396007537842,4.159741401672363,4.166575329644339,-0.41005100048578313,0.8885850306919643
1,CY25-025_1-#1,CY25-025_1,79,25,0.25,3108.5830078125,4.2327132029221015e-05,0.8854982734597966,4.181435585021973,4.159702301025391,4.166586637496948,-0.4106837747567518,0.8881665736607143
1,CY25-025_1-#1,CY25-025_1,80,25,0.25,3106.726318359375,4.2263362693270055e-05,0.8799055319584986,4.181396007537842,4.159780979156494,4.166569675718035,-0.4230739394666503,0.8876360909598214
1,CY25-025_1-#1,CY25-025_1,81,25,0.25,3105.1845703125,4.2262178889719156e-05,0.89722730477673,4.181278228759766,4.159584045410156,4.166367258344378,-0.38198208796530864,0.8871955915178571
1,CY25-025_1-#1,CY25-025_1,82,25,0.25,3103.612548828125,4.268622022154486e-05,0.8896316681110984,4.181396007537842,4.159584045410156,4.166429076875959,-0.40026697807808587,0.8867464425223214
1,CY25-025_1-#1,CY25-025_1,83,25,0.25,3101.5146484375,4.323484490594258e-05,0.8968823487488101,4.181199073791504,4.159308433532715,4.166153533118112,-0.4002879742989349,0.8861470424107143
1,CY25-025_1-#1,CY25-025_1,84,25,0.25,3100.236328125,4.262700522528806e-05,0.8836787355863344,4.181317329406738,4.159544467926025,4.166400943483625,-0.41374209874451173,0.8857818080357143
1,CY25-025_1-#1,CY25-025_1,85,25,0.25,3098.465576171875,4.322121999943552e-05,0.8969649302788251,4.181238651275635,4.159268856048584,4.16612822668893,-0.37520231091165845,0.88527587890625
1,CY25-025_1-#1,CY25-025_1,86,25,0.25,3097.051513671875,4.334256728615511e-05,0.8904712605648092,4.181317329406738,4.159268856048584,4.166190011160714,-0.3788061095279498,0.8848718610491071
1,CY25-025_1-#1,CY25-025_1,87,25,0.25,3095.2314453125,4.3817468306290296e-05,0.907519376435033,4.181081295013428,4.159111499786377,4.16590598651341,-0.37790492693713373,0.8843518415178572
1,CY25-025_1-#1,CY25-025_1,88,25,0.25,3093.35546875,4.395847085166619e-05,0.8897294342030688,4.181002616882324,4.15895414352417,4.165877887180874,-0.41711337505544055,0.8838158482142857
1,CY25-025_1-#1,CY25-025_1,89,25,0.25,3092.018798828125,4.370679783273323e-05,0.8957264582849822,4.181002616882324,4.158914566040039,4.165835755211966,-0.38457741029456827,0.8834339425223214
1,CY25-025_1-#1,CY25-025_1,90,25,0.25,3090.470947265625,4.347759119939708e-05,0.873268696556922,4.1809234619140625,4.159032821655273,4.165962287357876,-0.44453739274767656,0.88299169921875
1,CY25-025_1-#1,CY25-025_1,91,25,0.25,3088.90673828125,4.393592614333402e-05,0.8716226087224876,4.1809234619140625,4.1588358879089355,4.165877853121076,-0.44572751266740696,0.8825447823660715
1,CY25-025_1-#1,CY25-025_1,92,25,0.25,3087.114013671875,4.3898941861108744e-05,0.9048145061395922,4.181159973144531,4.1591901779174805,4.165948220661709,-0.3757101023453484,0.8820325753348214
1,CY25-025_1-#1,CY25-025_1,93,25,0.25,3085.604248046875,4.3990200078501846e-05,0.8831807006696405,4.1811203956604,4.158993244171143,4.16598755972726,-0.4210489327760665,0.8816012137276785
1,CY25-025_1-#1,CY25-025_1,94,25,0.25,3083.854248046875,4.491601628360313e-05,0.8969258474485936,4.1811203956604,4.1586785316467285,4.16575414793832,-0.38766478559871853,0.8811012137276786
1,CY25-025_1-#1,CY25-025_1,95,25,0.25,3082.13720703125,4.450902212193885e-05,0.8898997814266556,4.1809234619140625,4.158599853515625,4.165661300931658,-0.39769751895036176,0.8806106305803572
1,CY25-025_1-#1,CY25-025_1,96,25,0.25,3080.4658203125,4.488623896607321e-05,0.8833260301414759,4.181002616882324,4.158560276031494,4.165697915213449,-0.40206316047325474,0.8801330915178571
1,CY25-025_1-#1,CY25-025_1,97,25,0.25,3078.869873046875,4.5136963952965026e-05,0.8826024265692884,4.181002616882324,4.1586785316467285,4.165672642844064,-0.41954303739433074,0.8796771065848215
1,CY25-025_1-#1,CY25-025_1,98,25,0.25,3077.233642578125,4.5429648409211315e-05,0.8862815000742753,4.180844783782959,4.158402919769287,4.165472950254168,-0.42163510339937194,0.8792096121651786
1,CY25-025_1-#1,CY25-025_1,99,25,0.25,3075.894775390625,4.529725690845026e-05,0.8722103412683861,4.180844783782959,4.158402919769287,4.165543249675205,-0.44062964101990243,0.8788270786830357
1,CY25-025_1-#1,CY25-025_1,100,25,0.25,3073.81640625,4.548057947286597e-05,0.8881405200918492,4.180844783782959,4.158363342285156,4.165433509009225,-0.40138335839499684,0.8782332589285714
1,CY25-025_1-#1,CY25-025_1,101,25,0.25,3072.26416015625,4.5458677756049746e-05,0.8785332329434187,4.180805683135986,4.158205986022949,4.165436370032174,-0.4196278056932248,0.8777897600446428
1,CY25-025_1-#1,CY25-025_1,102,25,0.25,3071.08349609375,4.564343749699709e-05,0.871403249570727,4.18088436126709,4.158363342285156,4.165512323379517,-0.43669079266606525,0.8774524274553571
1,CY25-025_1-#1,CY25-025_1,103,25,0.25,3069.299072265625,4.614558109916379e-05,0.8749703628383625,4.18088436126709,4.15824556350708,4.165374551500593,-0.42014024803943917,0.8769425920758929
1,CY25-025_1-#1,CY25-025_1,104,25,0.25,3067.619140625,4.580931162543712e-05,0.879149389678793,4.1807661056518555,4.158127307891846,4.165346452168056,-0.4193180087020574,0.8764626116071429
1,CY25-025_1-#1,CY25-025_1,105,25,0.25,3066.231689453125,4.587896715113127e-05,0.8697095495086703,4.180805683135986,4.158205986022949,4.16540823663984,-0.4446357477010965,0.8760661969866071
1,CY25-025_1-#1,CY25-025_1,106,25,0.25,3064.615966796875,4.704712912221262e-05,0.8760838981802744,4.1809234619140625,4.158127307891846,4.165349176951817,-0.4360370662041033,0.8756045619419642
1,CY25-025_1-#1,CY25-025_1,107,25,0.25,3062.806640625,4.599029356401073e-05,0.8800564913094027,4.180727005004883,4.158087730407715,4.165250778198242,-0.41663619851632205,0.8750876116071429
1,CY25-025_1-#1,CY25-025_1,108,25,0.25,3061.095703125,4.626303276022005e-05,0.8811723398347666,4.1807661056518555,4.157969951629639,4.165256432124546,-0.42001309606487736,0.8745987723214286
1,CY25-025_1-#1,CY25-025_1,109,25,0.25,3058.8681640625,4.7059460299991134e-05,0.8724712101289099,4.180687427520752,4.157890796661377,4.165098871503558,-0.44287068229307147,0.8739623325892857
1,CY25-025_1-#1,CY25-025_1,110,25,0.25,3057.7138671875,4.741868439181177e-05,0.8847048705440537,4.180963039398193,4.157851696014404,4.165228230612619,-0.4029271561046208,0.8736325334821429
1,CY25-025_1-#1,CY25-025_1,111,25,0.25,3056.333740234375,4.693930794439019e-05,0.8715125048069451,4.180687427520752,4.157890796661377,4.1651692390441895,-0.4568154861992295,0.8732382114955357
1,CY25-025_1-#1,CY25-025_1,112,25,0.25,3054.592041015625,4.760765952201777e-05,0.8797905408212466,4.180727005004883,4.157773017883301,4.164983579090664,-0.42165700698252584,0.8727405831473214
1,CY25-025_1-#1,CY25-025_1,113,25,0.25,3053.3515625,4.747722854202808e-05,0.8805631987688457,4.1807661056518555,4.15773344039917,4.165067911148071,-0.4216830482458378,0.8723861607142858
1,CY25-025_1-#1,CY25-025_1,114,25,0.25,3051.58447265625,4.693962776170568e-05,0.8680825971454743,4.1807661056518555,4.157930374145508,4.165208612169538,-0.4534707459025311,0.8718812779017857
1,CY25-025_1-#1,CY25-025_1,115,25,0.25,3050.177978515625,4.760563215338582e-05,0.8704789930776439,4.180608749389648,4.15773344039917,4.164966753550938,-0.45772701273449057,0.8714794224330357
1,CY25-025_1-#1,CY25-025_1,116,25,0.25,3048.375244140625,4.7991539040744856e-05,0.8710931893210553,4.180608749389648,4.157497406005859,4.164837394441877,-0.433033064573499,0.87096435546875
1,CY25-025_1-#1,CY25-025_1,117,25,0.25,3046.728759765625,4.75434612243899e-05,0.8703768949563411,4.180647850036621,4.157576084136963,4.164944205965314,-0.43391878100825165,0.8704939313616071
1,CY25-025_1-#1,CY25-025_1,118,25,0.25,3045.201904296875,4.753340453544796e-05,0.8769620288910497,4.180569171905518,4.157773017883301,4.164887973240444,-0.442609845064307,0.8700576869419643
1,CY25-025_1-#1,CY25-025_1,119,25,0.25,3043.61328125,4.829975063415447e-05,0.8635959077218226,4.180569171905518,4.157497406005859,4.164803539003644,-0.46131242571966036,0.8696037946428572
1,CY25-025_1-#1,CY25-025_1,120,25,0.25,3042.14306640625,4.8700220214503965e-05,0.8698693156267836,4.180569171905518,4.1573004722595215,4.164747374398368,-0.45518510966423653,0.8691837332589286
1,CY25-025_1-#1,CY25-025_1,121,25,0.25,3040.740478515625,4.836822369055641e-05,0.8730802700086076,4.180530071258545,4.157339572906494,4.16468824659075,-0.42933082861680516,0.8687829938616072
1,CY25-025_1-#1,CY25-025_1,122,25,0.25,3039.361328125,4.883668904622627e-05,0.8724316579993034,4.180727005004883,4.157536506652832,4.164845841271537,-0.44546706579351447,0.8683889508928572
1,CY25-025_1-#1,CY25-025_1,123,25,0.25,3036.9482421875,4.926657922229364e-05,0.8685982354332814,4.180530071258545,4.157103538513184,4.1645504747118265,-0.43960123272512286,0.8676994977678572
1,CY25-025_1-#1,CY25-025_1,124,25,0.25,3036.130859375,4.833453150055631e-05,0.8620673391059909,4.180490493774414,4.1573004722595215,4.164710828236172,-0.4527456839481192,0.8674659598214286
1,CY25-025_1-#1,CY25-025_1,125,25,0.25,3034.32861328125,4.925026373187463e-05,0.8664748646582321,4.180530071258545,4.157221794128418,4.164606809616089,-0.4567325865395868,0.8669510323660714
1,CY25-025_1-#1,CY25-025_1,126,25,0.25,3032.613525390625,4.8996609487423465e-05,0.8703400111890333,4.180569171905518,4.1571431159973145,4.164693934576852,-0.446287135498999,0.8664610072544643
1,CY25-025_1-#1,CY25-025_1,127,25,0.25,3031.186279296875,4.8988094833006044e-05,0.8669423108885256,4.180530071258545,4.157182216644287,4.164640528815133,-0.44971652837737297,0.86605322265625
1,CY25-025_1-#1,CY25-025_1,128,25,0.25,3029.580078125,4.8970998070397224e-05,0.8625181696754751,4.1802544593811035,4.156867504119873,4.164376190730503,-0.4481393965562126,0.8655943080357142
1,CY25-025_1-#1,CY25-025_1,129,25,0.25,3028.19677734375,4.900080971885352e-05,0.8543718135364785,4.180214881896973,4.15702486038208,4.1643929822104315,-0.47977383629879977,0.8651990792410714
1,CY25-025_1-#1,CY25-025_1,130,25,0.25,3026.555419921875,5.007647452337872e-05,0.8576069000884227,4.180293560028076,4.156788349151611,4.164302962166922,-0.4758973103935391,0.8647301199776786
1,CY25-025_1-#1,CY25-025_1,131,25,0.25,3024.820068359375,4.9948120675623245e-05,0.8753406485388024,4.18037223815918,4.156749248504639,4.1642917564937045,-0.42825293578794543,0.8642343052455357
1,CY25-025_1-#1,CY25-025_1,132,25,0.25,3023.94287109375,4.9644024805594794e-05,0.8648905656764176,4.1804118156433105,4.156906604766846,4.16444080216544,-0.45776158475503737,0.8639836774553571
1,CY25-025_1-#1,CY25-025_1,133,25,0.25,3021.967529296875,4.9933640385601255e-05,0.8686772426004659,4.18037223815918,4.156906604766846,4.164297342300415,-0.4419455478376242,0.8634192940848214
1,CY25-025_1-#1,CY25-025_1,134,25,0.25,3019.996337890625,5.0716985653637566e-05,0.8664297681701157,4.1802544593811035,4.15651273727417,4.164077997207642,-0.45025196433571724,0.8628560965401786
1,CY25-025_1-#1,CY25-025_1,135,25,0.25,3018.564208984375,5.027659457542481e-05,0.8611266563382883,4.180293560028076,4.156670570373535,4.164232662745884,-0.46378143042659614,0.8624469168526786
1,CY25-025_1-#1,CY25-025_1,136,25,0.25,3017.054443359375,5.05038326162241e-05,0.8548468386868019,4.1804118156433105,4.156985282897949,4.1644013949802945,-0.4944482814050173,0.8620155552455357
1,CY25-025_1-#1,CY25-025_1,137,25,0.25,3015.91650390625,5.046366884046589e-05,0.8680404508694252,4.180333137512207,4.156670570373535,4.164210183279855,-0.4538019305615095,0.8616904296875
1,CY25-025_1-#1,CY25-025_1,138,25,0.25,3013.868896484375,5.128959970874008e-05,0.8595178525296358,4.1802544593811035,4.156355381011963,4.164038726261684,-0.46438851457273467,0.8611053989955357
