dataset,cell_id,condition,cycle,Tem,C_rate,D_rate,Capacity,Var,Ske,Max,Min,Mean,Kur,capacity_norm
3,CY25-05_1-#1,CY25-05_1,33,25,0.5,1.0,2427.877685546875,1.585204791962412e-05,0.862571582908734,4.195423126220703,4.180419445037842,4.1850554821854935,-0.24236481124641474,0.97115107421875
3,CY25-05_1-#1,CY25-05_1,34,25,0.5,1.0,2425.673583984375,1.6384764589645162e-05,0.8610312126205233,4.195462226867676,4.1799468994140625,4.184849237991592,-0.25282949085118167,0.97026943359375
3,CY25-05_1-#1,CY25-05_1,35,25,0.5,1.0,2424.670166015625,1.6392265341020977e-05,0.8586182968310998,4.1955413818359375,4.1799468994140625,4.184851888882911,-0.24740351397555216,0.96986806640625
3,CY25-05_1-#1,CY25-05_1,36,25,0.5,1.0,2423.24658203125,1.6553458792635677e-05,0.8450361380315367,4.195501804351807,4.1799468994140625,4.184709072113037,-0.24669214833653497,0.9692986328125
3,CY25-05_1-#1,CY25-05_1,37,25,0.5,1.0,2422.858642578125,1.6642830617742082e-05,0.8463107400271809,4.195501804351807,4.179986000061035,4.184815851308532,-0.2656629405201252,0.96914345703125
3,CY25-05_1-#1,CY25-05_1,38,25,0.5,1.0,2422.212646484375,1.6751672190878022e-05,0.8383570764296011,4.195501804351807,4.179671287536621,4.184787152177196,-0.2830306436037304,0.96888505859375
3,CY25-05_1-#1,CY25-05_1,39,25,0.5,1.0,2420.8837890625,1.6555359782474886e-05,0.8361892323128199,4.195501804351807,4.1799468994140625,4.184776467792059,-0.2958081907244563,0.968353515625
3,CY25-05_1-#1,CY25-05_1,40,25,0.5,1.0,2418.87548828125,1.7114191846417867e-05,0.8340247358984062,4.195147514343262,4.179592132568359,4.18452683141676,-0.3253810400457322,0.9675501953125
3,CY25-05_1-#1,CY25-05_1,41,25,0.5,1.0,2417.64111328125,1.7117842697153044e-05,0.8563399608690831,4.1955413818359375,4.179553031921387,4.184559547295005,-0.22885822530096123,0.9670564453125
3,CY25-05_1-#1,CY25-05_1,42,25,0.5,1.0,2416.454833984375,1.751787597634031e-05,0.8422414445899041,4.195265769958496,4.17939567565918,4.184402732525841,-0.301060659916482,0.96658193359375
3,CY25-05_1-#1,CY25-05_1,43,25,0.5,1.0,2415.280517578125,1.7637565124810626e-05,0.8201898803017245,4.195068836212158,4.179316520690918,4.1843619912357655,-0.3382533696011918,0.96611220703125
3,CY25-05_1-#1,CY25-05_1,44,25,0.5,1.0,2414.308837890625,1.796545973765642e-05,0.8414631279278214,4.195186614990234,4.179316520690918,4.184341325598248,-0.315806646747101,0.96572353515625
3,CY25-05_1-#1,CY25-05_1,45,25,0.5,1.0,2414.004150390625,1.7537423705301376e-05,0.8295530865265879,4.1953444480896,4.179356098175049,4.18438201839641,-0.2995296178318063,0.96560166015625
3,CY25-05_1-#1,CY25-05_1,46,25,0.5,1.0,2412.18212890625,1.8077735732618834e-05,0.8411537754269057,4.195423126220703,4.179198741912842,4.184258525654421,-0.2647115318962854,0.9648728515625
3,CY25-05_1-#1,CY25-05_1,47,25,0.5,1.0,2411.104248046875,1.781779925238923e-05,0.8306335671244877,4.195423126220703,4.179277420043945,4.1843032432814775,-0.2830598600495593,0.96444169921875
3,CY25-05_1-#1,CY25-05_1,48,25,0.5,1.0,2409.41845703125,1.8406896749860613e-05,0.8198411138091173,4.195501804351807,4.178962230682373,4.184209168967554,-0.29657551243388003,0.9637673828125
3,CY25-05_1-#1,CY25-05_1,49,25,0.5,1.0,2408.310302734375,1.8202690598271528e-05,0.8292387739499543,4.195186614990234,4.179159164428711,4.1842518741801635,-0.31380901226972124,0.96332412109375
3,CY25-05_1-#1,CY25-05_1,51,25,0.5,1.0,2405.520751953125,1.9008626488611637e-05,0.8130437502514372,4.195265769958496,4.178568363189697,4.183956178568177,-0.326056133506877,0.96220830078125
3,CY25-05_1-#1,CY25-05_1,52,25,0.5,1.0,2405.207763671875,1.9005780424675125e-05,0.8231974446997891,4.195383548736572,4.1788835525512695,4.184077626567776,-0.3479831889135405,0.96208310546875
3,CY25-05_1-#1,CY25-05_1,53,25,0.5,1.0,2403.5400390625,1.931924721848584e-05,0.8114795219380608,4.195186614990234,4.178568363189697,4.183939473103669,-0.34856283338679805,0.961416015625
3,CY25-05_1-#1,CY25-05_1,54,25,0.5,1.0,2402.4140625,1.889083249534079e-05,0.8178672458767627,4.195265769958496,4.178804874420166,4.184052952265335,-0.3263579595684529,0.960965625
3,CY25-05_1-#1,CY25-05_1,55,25,0.5,1.0,2400.309326171875,1.9582879699271252e-05,0.8384551825094599,4.195304870605469,4.178529262542725,4.183770632339736,-0.28135123009534935,0.96012373046875
3,CY25-05_1-#1,CY25-05_1,56,25,0.5,1.0,2399.141357421875,1.9732123955808288e-05,0.8102107185952715,4.195147514343262,4.178568363189697,4.183770608093779,-0.36393473666581855,0.95965654296875
3,CY25-05_1-#1,CY25-05_1,57,25,0.5,1.0,2398.1416015625,1.9680407280176664e-05,0.8052086421194923,4.195107936859131,4.178371429443359,4.183762598845918,-0.3709040867098716,0.959256640625
3,CY25-05_1-#1,CY25-05_1,58,25,0.5,1.0,2396.84326171875,2.0011687374093854e-05,0.7956845952469598,4.195068836212158,4.17841100692749,4.183697910632118,-0.3843237888658999,0.9587373046875
3,CY25-05_1-#1,CY25-05_1,59,25,0.5,1.0,2396.0380859375,2.0206423549906993e-05,0.8028170102291089,4.1949896812438965,4.178056716918945,4.183489589367882,-0.3777602467162233,0.958415234375
3,CY25-05_1-#1,CY25-05_1,60,25,0.5,1.0,2396.08837890625,2.022244667327983e-05,0.7997574463499098,4.195265769958496,4.178371429443359,4.183669146844896,-0.3743061307031228,0.9584353515625
3,CY25-05_1-#1,CY25-05_1,61,25,0.5,1.0,2394.583251953125,2.0218002728413983e-05,0.7969250355688885,4.195147514343262,4.178056716918945,4.183602421970691,-0.3730921866305241,0.95783330078125
3,CY25-05_1-#1,CY25-05_1,62,25,0.5,1.0,2392.71533203125,2.0386738888026973e-05,0.8106523395263318,4.195107936859131,4.178135395050049,4.183485621112888,-0.34979471608774837,0.9570861328125
3,CY25-05_1-#1,CY25-05_1,63,25,0.5,1.0,2391.7275390625,2.0421221805164042e-05,0.7896835461045084,4.1949896812438965,4.1780171394348145,4.1834689237303655,-0.39525391312956826,0.956691015625
3,CY25-05_1-#1,CY25-05_1,64,25,0.5,1.0,2390.467529296875,2.0903334830505098e-05,0.7945376089144406,4.195029258728027,4.177938461303711,4.1833487850124556,-0.40004733529714764,0.95618701171875
3,CY25-05_1-#1,CY25-05_1,65,25,0.5,1.0,2389.4599609375,2.0998175178152337e-05,0.7976863052804188,4.1949896812438965,4.177741527557373,4.183223958742821,-0.3739998668341835,0.955783984375
3,CY25-05_1-#1,CY25-05_1,66,25,0.5,1.0,2388.569580078125,2.1467260541053436e-05,0.7913421765066301,4.195029258728027,4.177623271942139,4.183165226952505,-0.3933215235688263,0.95542783203125
3,CY25-05_1-#1,CY25-05_1,67,25,0.5,1.0,2388.89599609375,2.0791483838137783e-05,0.7985828399256422,4.195107936859131,4.177938461303711,4.183383513305147,-0.37275365451753784,0.9555583984375
3,CY25-05_1-#1,CY25-05_1,68,25,0.5,1.0,2387.2041015625,2.1045721005831742e-05,0.8170221080408223,4.194911003112793,4.177780628204346,4.183183257862673,-0.34490672778195464,0.954881640625
3,CY25-05_1-#1,CY25-05_1,69,25,0.5,1.0,2385.64404296875,2.1426755184285143e-05,0.7997940250665477,4.195147514343262,4.177426338195801,4.183165905839306,-0.35196560402828503,0.9542576171875
3,CY25-05_1-#1,CY25-05_1,70,25,0.5,1.0,2384.40625,2.1548280460765405e-05,0.7998418278099203,4.195107936859131,4.177387237548828,4.183063765703621,-0.35908473171330835,0.9537625
3,CY25-05_1-#1,CY25-05_1,71,25,0.5,1.0,2383.922119140625,2.1693238335217668e-05,0.790940691904287,4.194911003112793,4.177387237548828,4.183039770287983,-0.38854336254154775,0.95356884765625
3,CY25-05_1-#1,CY25-05_1,72,25,0.5,1.0,2382.61328125,2.1759512024643302e-05,0.7993522562208972,4.1949896812438965,4.177465915679932,4.183060419761528,-0.36130410264528656,0.9530453125
3,CY25-05_1-#1,CY25-05_1,73,25,0.5,1.0,2381.70849609375,2.2055635961790934e-05,0.7874955999335272,4.194793224334717,4.177347660064697,4.182940976094391,-0.4181435046113102,0.9526833984375
3,CY25-05_1-#1,CY25-05_1,74,25,0.5,1.0,2380.51416015625,2.225623718189481e-05,0.7921568372434128,4.1948323249816895,4.17719030380249,4.182844865120064,-0.3874315970523252,0.9522056640625
3,CY25-05_1-#1,CY25-05_1,75,25,0.5,1.0,2379.65478515625,2.2355801540304726e-05,0.7850483438534018,4.194911003112793,4.176993370056152,4.182799476688191,-0.3954366925233628,0.9518619140625
3,CY25-05_1-#1,CY25-05_1,76,25,0.5,1.0,2379.1416015625,2.2706257179319926e-05,0.7852210277262467,4.195029258728027,4.176835536956787,4.182740720651918,-0.39668478245148275,0.951656640625
3,CY25-05_1-#1,CY25-05_1,77,25,0.5,1.0,2377.539794921875,2.2964362075026417e-05,0.7758113583440236,4.194793224334717,4.176835536956787,4.182613211163019,-0.4155060001315283,0.95101591796875
3,CY25-05_1-#1,CY25-05_1,78,25,0.5,1.0,2376.8984375,2.2704162829365603e-05,0.7744850290075117,4.1948323249816895,4.176993370056152,4.1827641180006125,-0.4193252612479772,0.950759375
3,CY25-05_1-#1,CY25-05_1,79,25,0.5,1.0,2375.675048828125,2.286680385568435e-05,0.7946164616627098,4.1949896812438965,4.176875114440918,4.182659310809637,-0.3672259569796936,0.95027001953125
3,CY25-05_1-#1,CY25-05_1,80,25,0.5,1.0,2375.03564453125,2.2909687583223692e-05,0.7646737804014411,4.19487190246582,4.176914691925049,4.182756076424809,-0.44214214003953556,0.9500142578125
3,CY25-05_1-#1,CY25-05_1,81,25,0.5,1.0,2373.951416015625,2.341690116653118e-05,0.7751702531704066,4.194793224334717,4.17667818069458,4.182553840895831,-0.42238007513303666,0.94958056640625
3,CY25-05_1-#1,CY25-05_1,82,25,0.5,1.0,2373.086181640625,2.3443314342759232e-05,0.775275608556118,4.194911003112793,4.176717758178711,4.182579210249044,-0.4139033898057729,0.94923447265625
3,CY25-05_1-#1,CY25-05_1,83,25,0.5,1.0,2371.859375,2.330868640135645e-05,0.7676491571477271,4.194911003112793,4.176756858825684,4.182571201001183,-0.4247481006208931,0.94874375
3,CY25-05_1-#1,CY25-05_1,84,25,0.5,1.0,2370.40576171875,2.3810724329117997e-05,0.7741387418228874,4.194793224334717,4.1764421463012695,4.182356284836591,-0.41133609444240316,0.9481623046875
3,CY25-05_1-#1,CY25-05_1,85,25,0.5,1.0,2369.44287109375,2.424942875771336e-05,0.7737469637483325,4.194753646850586,4.176284313201904,4.182279489808163,-0.4246386664831765,0.9477771484375
3,CY25-05_1-#1,CY25-05_1,86,25,0.5,1.0,2369.21435546875,2.3822836255575038e-05,0.7732119585106292,4.194753646850586,4.176362991333008,4.182396977634753,-0.3940485815542889,0.9476857421875
3,CY25-05_1-#1,CY25-05_1,87,25,0.5,1.0,2368.871337890625,2.3919161798369345e-05,0.7709076289701463,4.194793224334717,4.176520824432373,4.182410337157169,-0.44378419582901474,0.94754853515625
3,CY25-05_1-#1,CY25-05_1,88,25,0.5,1.0,2367.078369140625,2.4319743327580734e-05,0.7852834251642741,4.194714069366455,4.176205635070801,4.182102672124313,-0.4005753217560093,0.94683134765625
3,CY25-05_1-#1,CY25-05_1,89,25,0.5,1.0,2366.60302734375,2.468754739118984e-05,0.7746997684688094,4.19487190246582,4.176087379455566,4.182114690037097,-0.42597681113813657,0.9466412109375
3,CY25-05_1-#1,CY25-05_1,90,25,0.5,1.0,2365.259521484375,2.458116073202664e-05,0.7428138561311468,4.194596290588379,4.176087379455566,4.182168055388887,-0.4913845584463781,0.94610380859375
3,CY25-05_1-#1,CY25-05_1,91,25,0.5,1.0,2364.87109375,2.4973499989423283e-05,0.7620237002911237,4.194635391235352,4.175851345062256,4.182021205708132,-0.4490939388681583,0.9459484375
3,CY25-05_1-#1,CY25-05_1,92,25,0.5,1.0,2363.498291015625,2.4831889350355014e-05,0.765715123338261,4.194596290588379,4.175693511962891,4.181898375688973,-0.428281884761752,0.94539931640625
3,CY25-05_1-#1,CY25-05_1,93,25,0.5,1.0,2362.983642578125,2.5154863757261665e-05,0.7671073198831105,4.194399356842041,4.1757330894470215,4.181766202894308,-0.4450514063137576,0.94519345703125
3,CY25-05_1-#1,CY25-05_1,94,25,0.5,1.0,2362.227783203125,2.5191804700108444e-05,0.755786425130985,4.19435977935791,4.1757330894470215,4.181861659227791,-0.48210960363296085,0.94489111328125
3,CY25-05_1-#1,CY25-05_1,95,25,0.5,1.0,2360.887939453125,2.494391160759123e-05,0.7437843353540848,4.194517135620117,4.175772666931152,4.181991181131137,-0.47468209619777246,0.94435517578125
3,CY25-05_1-#1,CY25-05_1,96,25,0.5,1.0,2359.384033203125,2.5427422222769645e-05,0.7475705121550186,4.194517135620117,4.175536155700684,4.181873046745689,-0.4767799456569777,0.94375361328125
3,CY25-05_1-#1,CY25-05_1,97,25,0.5,1.0,2358.75927734375,2.5367350882296257e-05,0.7561347944476795,4.194674968719482,4.175693511962891,4.181913109148963,-0.45503577144575,0.9435037109375
3,CY25-05_1-#1,CY25-05_1,98,25,0.5,1.0,2357.47119140625,2.5961273349624888e-05,0.7553435519661048,4.194596290588379,4.175260543823242,4.181710194733183,-0.4508113362784636,0.9429884765625
3,CY25-05_1-#1,CY25-05_1,99,25,0.5,1.0,2358.174072265625,2.5571970120957006e-05,0.767964984187346,4.19435977935791,4.1755757331848145,4.181799613823325,-0.43754543203312224,0.94326962890625
3,CY25-05_1-#1,CY25-05_1,101,25,0.5,1.0,2359.332275390625,2.7315786248956643e-05,0.7413412020631395,4.1944780349731445,4.174827575683594,4.181295693930933,-0.48352231400304424,0.94373291015625
3,CY25-05_1-#1,CY25-05_1,102,25,0.5,1.0,2354.984375,2.6986249455454044e-05,0.7493014662449045,4.194202423095703,4.174709320068359,4.181277703430693,-0.4716534724937942,0.94199375
3,CY25-05_1-#1,CY25-05_1,103,25,0.5,1.0,2352.60986328125,2.6969057626738307e-05,0.7448349994319896,4.194517135620117,4.174748420715332,4.181329686762923,-0.4634111415540012,0.9410439453125
3,CY25-05_1-#1,CY25-05_1,104,25,0.5,1.0,2351.000244140625,2.7161475133649137e-05,0.7444279561899775,4.194556713104248,4.174827575683594,4.181346424555374,-0.4565653162214116,0.94040009765625
3,CY25-05_1-#1,CY25-05_1,105,25,0.5,1.0,2348.714111328125,2.7665120011506494e-05,0.7528604926470098,4.194399356842041,4.174709320068359,4.18118489798853,-0.46132449758045624,0.93948564453125
3,CY25-05_1-#1,CY25-05_1,106,25,0.5,1.0,2349.03662109375,2.7042248803830074e-05,0.7602769410096386,4.194517135620117,4.174787998199463,4.181253627195197,-0.4319691921756008,0.9396146484375
3,CY25-05_1-#1,CY25-05_1,107,25,0.5,1.0,2347.8466796875,2.7103444957357643e-05,0.7485184635641902,4.194517135620117,4.174906253814697,4.18134173700365,-0.4741291976822146,0.939138671875
3,CY25-05_1-#1,CY25-05_1,108,25,0.5,1.0,2345.2978515625,2.790581720878694e-05,0.7416146261894809,4.194281101226807,4.174630641937256,4.181117510391494,-0.4869520498110651,0.938119140625
3,CY25-05_1-#1,CY25-05_1,109,25,0.5,1.0,2344.131103515625,2.830551861861994e-05,0.7313787245211723,4.194281101226807,4.1743550300598145,4.18100135609255,-0.5056615262915791,0.93765244140625
3,CY25-05_1-#1,CY25-05_1,110,25,0.5,1.0,2343.070068359375,2.8060411350500184e-05,0.7373840208554414,4.194438457489014,4.1745123863220215,4.1810374098309016,-0.4729470692944866,0.93722802734375
3,CY25-05_1-#1,CY25-05_1,111,25,0.5,1.0,2342.062255859375,2.765722183739099e-05,0.7349342270150554,4.19435977935791,4.1746697425842285,4.181138846833827,-0.4739329708989364,0.93682490234375
3,CY25-05_1-#1,CY25-05_1,112,25,0.5,1.0,2340.730224609375,2.8149572956882928e-05,0.7278320868449208,4.1941237449646,4.174472808837891,4.181011329262944,-0.5351035218522879,0.93629208984375
3,CY25-05_1-#1,CY25-05_1,113,25,0.5,1.0,2339.7275390625,2.8565072244769136e-05,0.7324513900262997,4.194320201873779,4.174197196960449,4.180941905005503,-0.5001678152672215,0.935891015625
3,CY25-05_1-#1,CY25-05_1,114,25,0.5,1.0,2338.799560546875,2.843732595170539e-05,0.7396558909623066,4.194202423095703,4.174275875091553,4.180933928085586,-0.48260514427644186,0.93551982421875
3,CY25-05_1-#1,CY25-05_1,115,25,0.5,1.0,2337.97119140625,2.853765961226855e-05,0.7230748445377037,4.194162845611572,4.174394130706787,4.180913933252884,-0.5183755668338659,0.9351884765625
3,CY25-05_1-#1,CY25-05_1,116,25,0.5,1.0,2336.91455078125,2.8916901900645935e-05,0.7336760623344749,4.194281101226807,4.174158096313477,4.180810435343597,-0.5073355724307098,0.9347658203125
3,CY25-05_1-#1,CY25-05_1,117,25,0.5,1.0,2335.01025390625,2.9892732891764158e-05,0.7321886141371923,4.193965911865234,4.1736063957214355,4.180359905048952,-0.5019038401593146,0.9340041015625
3,CY25-05_1-#1,CY25-05_1,118,25,0.5,1.0,2334.726806640625,2.9354614327396774e-05,0.7263700682962744,4.1941237449646,4.173882484436035,4.180691670563261,-0.516434707281276,0.93389072265625
3,CY25-05_1-#1,CY25-05_1,119,25,0.5,1.0,2333.717041015625,2.9423861240051686e-05,0.7316521414135209,4.194202423095703,4.173921585083008,4.180668960183354,-0.5128983219912455,0.93348681640625
3,CY25-05_1-#1,CY25-05_1,120,25,0.5,1.0,2332.55859375,2.959287752841817e-05,0.7227805211169641,4.194005489349365,4.173803329467773,4.180608894865392,-0.5205652893699657,0.9330234375
3,CY25-05_1-#1,CY25-05_1,121,25,0.5,1.0,2332.66796875,2.963695100711945e-05,0.7243623093600502,4.194162845611572,4.173842906951904,4.180610915361824,-0.5160300966319622,0.9330671875
3,CY25-05_1-#1,CY25-05_1,122,25,0.5,1.0,2330.791015625,2.9869300704818913e-05,0.7181925079475794,4.1941237449646,4.1736063957214355,4.180520090006166,-0.5180055156014323,0.93231640625
3,CY25-05_1-#1,CY25-05_1,123,25,0.5,1.0,2329.462646484375,3.00440708098887e-05,0.7307155321879164,4.194084167480469,4.173645973205566,4.180419331890041,-0.5043327609733184,0.93178505859375
3,CY25-05_1-#1,CY25-05_1,124,25,0.5,1.0,2328.5,3.0493657380331347e-05,0.7130406828245728,4.193965911865234,4.173409461975098,4.180393978700799,-0.5400475809258825,0.9314
3,CY25-05_1-#1,CY25-05_1,125,25,0.5,1.0,2329.357666015625,2.9691709863592235e-05,0.7091831480861799,4.193808555603027,4.173685550689697,4.1805421376632435,-0.5538603323705593,0.93174306640625
3,CY25-05_1-#1,CY25-05_1,126,25,0.5,1.0,2327.378173828125,3.0237693678074565e-05,0.7278178546542756,4.194241523742676,4.173527717590332,4.180437314308296,-0.5151023033570294,0.93095126953125
3,CY25-05_1-#1,CY25-05_1,127,25,0.5,1.0,2325.857421875,3.0740200690087264e-05,0.7064237599551962,4.194005489349365,4.173330783843994,4.180399983616199,-0.5571918342985476,0.93034296875
3,CY25-05_1-#1,CY25-05_1,128,25,0.5,1.0,2325.013916015625,3.090475256690066e-05,0.7194251716093417,4.194084167480469,4.173330783843994,4.180275141182593,-0.5295331816475652,0.93000556640625
3,CY25-05_1-#1,CY25-05_1,129,25,0.5,1.0,2324.747802734375,3.130761382577743e-05,0.7280277628766944,4.194044589996338,4.173173427581787,4.18015767760196,-0.5088298554856854,0.92989912109375
3,CY25-05_1-#1,CY25-05_1,130,25,0.5,1.0,2323.835205078125,3.096324599639157e-05,0.7182571540334338,4.194044589996338,4.1732916831970215,4.180246450133243,-0.5328141236567023,0.92953408203125
3,CY25-05_1-#1,CY25-05_1,131,25,0.5,1.0,2322.286865234375,3.1092218633161176e-05,0.7192014602242055,4.194044589996338,4.173330783843994,4.180213071532169,-0.5327123285704793,0.92891474609375
3,CY25-05_1-#1,CY25-05_1,132,25,0.5,1.0,2321.20654296875,3.18303834169623e-05,0.7126119517463757,4.194044589996338,4.172897815704346,4.180080931065446,-0.5224085358176929,0.9284826171875
3,CY25-05_1-#1,CY25-05_1,133,25,0.5,1.0,2320.416015625,3.1807463973336126e-05,0.6927321753771877,4.19384765625,4.172740459442139,4.179980803344209,-0.555980906834852,0.92816640625
3,CY25-05_1-#1,CY25-05_1,134,25,0.5,1.0,2320.87841796875,3.116782993180086e-05,0.7201066841442368,4.194005489349365,4.173094749450684,4.180144972720389,-0.5296628471631619,0.9283513671875
3,CY25-05_1-#1,CY25-05_1,135,25,0.5,1.0,2319.0029296875,3.1582535290878406e-05,0.700324013068167,4.193887233734131,4.173133850097656,4.180077593205339,-0.5508270091143301,0.927601171875
3,CY25-05_1-#1,CY25-05_1,136,25,0.5,1.0,2317.748291015625,3.21494706617194e-05,0.7087995761089584,4.193926811218262,4.172779560089111,4.179949420993611,-0.5305496878261469,0.92709931640625
